referencing_script,prior_input_path,prior_input_mtime_utc,prior_input_registered_in,prior_input_asset_id
R/gayini_dashboard_compose.R,Output/diagnostics/f6_stratum_annual_series.csv,2026-07-09T04:55:28Z,none,
R/gayini_dashboard_compose.R,Output/diagnostics/f6_verdict_summary.csv,2026-07-09T04:55:30Z,none,
R/gayini_dashboard_compose.R,Output/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:00Z,none,
R/gayini_dashboard_compose.R,Output/rasters/background_flood_frequency_8058.tif,2026-07-09T02:09:58Z,none,
R/gayini_dashboard_compose.R,Output/rasters/inundation_annual_stack/annual_valid_any_1988_2023.tif,2026-07-07T02:24:56Z,raster_asset,stack_annual_valid_any_1988_2023
R/gayini_dashboard_compose.R,Output/rasters/inundation_annual_stack/annual_wet_any_1988_2023.tif,2026-07-07T02:24:46Z,raster_asset,stack_annual_wet_any_1988_2023
R/gayini_dashboard_compose.R,Output/rasters/veg_regime_class_8058.tif,2026-07-10T06:15:30Z,raster_asset,raster_veg_regime_class_8058
R/gayini_dashboard_compose.R,Output/review_bundles/tier1_pixel_census/diagnostics/regime_band_breaks.csv,2026-07-10T00:44:50Z,none,
R/gayini_dashboard_compose.R,Output/review_bundles/tier1_veg_regime_checkerboard/diagnostics/regime_band_breaks.csv,2026-07-10T06:16:56Z,none,
R/gayini_dashboard_compose.R,Output/review_bundles/tier1c2_f5_legibility/diagnostics/regime_band_breaks.csv,2026-07-09T02:59:20Z,none,
R/gayini_dashboard_compose.R,Output/review_bundles/tier1c3_f5_figures/diagnostics/regime_band_breaks.csv,2026-07-10T01:02:20Z,none,
R/gayini_dashboard_compose.R,Output/review_bundles/tier1c_stratified_sampling/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:46Z,none,
R/gayini_dashboard_compose.R,Output/review_bundles/tier1c_stratified_sampling/spatial/background_flood_frequency_8058.tif,2026-07-09T02:10:46Z,none,
R/gayini_dashboard_compose.R,Output/review_bundles/tier1d_trend_test/diagnostics/f6_stratum_annual_series.csv,2026-07-09T04:55:36Z,none,
R/gayini_dashboard_compose.R,Output/review_bundles/tier1d_trend_test/diagnostics/f6_verdict_summary.csv,2026-07-09T04:55:36Z,none,
R/gayini_dashboard_compose.R,Output/spatial_8058/gayini_boundary_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
R/gayini_dashboard_compose.R,Output/spatial_8058/gayini_hectare_plots_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
R/gayini_dashboard_compose.R,Output/spatial_8058/management_zones_epsg8058.gpkg,2026-07-08T02:09:34Z,none,
R/gayini_dashboard_compose.R,Output/spatial_8058/vegetation_communities_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
R/gayini_gradient_helpers.R,Output/figures/figures_manifest.csv,2026-07-14T07:03:06Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1G_figures_dashboards/figures_manifest.csv,2026-07-14T07:03:06Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1_dashboards_trial/figures_manifest.csv,2026-07-10T06:13:56Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1_pixel_census/figures_manifest.csv,2026-07-10T00:44:48Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1_veg_regime_checkerboard/figures_manifest.csv,2026-07-10T06:16:56Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1b_descriptive_figures/figures_manifest.csv,2026-07-08T07:17:22Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1c2_f5_legibility/figures_manifest.csv,2026-07-09T02:59:20Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1c3_f5_figures/figures_manifest.csv,2026-07-10T01:02:20Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1c_stratified_sampling/figures_manifest.csv,2026-07-09T02:10:46Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1d_trend_test/figures_manifest.csv,2026-07-09T04:55:36Z,none,
R/gayini_gradient_helpers.R,Output/review_bundles/tier1e_f7_groundcover_response/figures_manifest.csv,2026-07-14T03:18:26Z,none,
scripts/01_prepare_inputs/03_populate_raster_metadata.R,Output/reports/legend_confirmation_for_adrian.md,2026-07-07T07:23:12Z,none,
scripts/01_prepare_inputs/03_populate_raster_metadata.R,Output/reports/legend_decision_record.md,2026-07-07T07:23:12Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/diagnostics/plot_community_mismatch_report.csv,2026-07-08T02:10:08Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/figures/F1_sampling_design_concept.svg,2026-07-08T02:10:26Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/figures/F1_sampling_design_map_data.pdf,2026-07-08T02:10:24Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/figures/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/rasters/inundation_annual_stack/annual_wet_any_1988_2023.tif,2026-07-07T02:24:46Z,raster_asset,stack_annual_wet_any_1988_2023
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1G_figures_dashboards/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1_dashboards_trial/figures_manifest.csv,2026-07-10T06:13:56Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1_pixel_census/figures_manifest.csv,2026-07-10T00:44:48Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1_veg_regime_checkerboard/figures_manifest.csv,2026-07-10T06:16:56Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1b_descriptive_figures/figures_manifest.csv,2026-07-08T07:17:22Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1c2_f5_legibility/figures_manifest.csv,2026-07-09T02:59:20Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1c3_f5_figures/figures_manifest.csv,2026-07-10T01:02:20Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1c_stratified_sampling/figures_manifest.csv,2026-07-09T02:10:46Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1d_trend_test/figures_manifest.csv,2026-07-09T04:55:36Z,none,
scripts/01_prepare_inputs/04_reproject_to_epsg8058_and_sampling_map.R,Output/review_bundles/tier1e_f7_groundcover_response/figures_manifest.csv,2026-07-14T03:18:26Z,none,
scripts/01_prepare_inputs/05_populate_metric_support.R,Output/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:00Z,none,
scripts/01_prepare_inputs/05_populate_metric_support.R,Output/review_bundles/tier1_pixel_census/diagnostics/regime_band_breaks.csv,2026-07-10T00:44:50Z,none,
scripts/01_prepare_inputs/05_populate_metric_support.R,Output/review_bundles/tier1_veg_regime_checkerboard/diagnostics/regime_band_breaks.csv,2026-07-10T06:16:56Z,none,
scripts/01_prepare_inputs/05_populate_metric_support.R,Output/review_bundles/tier1c2_f5_legibility/diagnostics/regime_band_breaks.csv,2026-07-09T02:59:20Z,none,
scripts/01_prepare_inputs/05_populate_metric_support.R,Output/review_bundles/tier1c3_f5_figures/diagnostics/regime_band_breaks.csv,2026-07-10T01:02:20Z,none,
scripts/01_prepare_inputs/05_populate_metric_support.R,Output/review_bundles/tier1c_stratified_sampling/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/05_build_unified_annual_stack.R,Output/csv/annual_stack_manifest.csv,2026-07-07T02:24:56Z,none,
scripts/03_inundation_products/05_build_unified_annual_stack.R,Output/rasters/inundation_annual_stack/annual_valid_any_1988_2023.tif,2026-07-07T02:24:56Z,raster_asset,stack_annual_valid_any_1988_2023
scripts/03_inundation_products/05_build_unified_annual_stack.R,Output/rasters/inundation_annual_stack/annual_wet_any_1988_2023.tif,2026-07-07T02:24:46Z,raster_asset,stack_annual_wet_any_1988_2023
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:00Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/diagnostics/sample_summary.csv,2026-07-09T02:10:30Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/figures/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/rasters/background_flood_frequency_8058.tif,2026-07-09T02:09:58Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/rasters/inundation_annual_stack/annual_valid_any_1988_2023.tif,2026-07-07T02:24:56Z,raster_asset,stack_annual_valid_any_1988_2023
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/rasters/inundation_annual_stack/annual_wet_any_1988_2023.tif,2026-07-07T02:24:46Z,raster_asset,stack_annual_wet_any_1988_2023
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1G_figures_dashboards/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1_dashboards_trial/figures_manifest.csv,2026-07-10T06:13:56Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1_pixel_census/diagnostics/regime_band_breaks.csv,2026-07-10T00:44:50Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1_pixel_census/figures_manifest.csv,2026-07-10T00:44:48Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1_veg_regime_checkerboard/diagnostics/regime_band_breaks.csv,2026-07-10T06:16:56Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1_veg_regime_checkerboard/figures_manifest.csv,2026-07-10T06:16:56Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1b_descriptive_figures/figures_manifest.csv,2026-07-08T07:17:22Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c2_f5_legibility/diagnostics/regime_band_breaks.csv,2026-07-09T02:59:20Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c2_f5_legibility/figures/F5_stratified_sampling_map_data.pdf,2026-07-09T02:59:20Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c2_f5_legibility/figures_manifest.csv,2026-07-09T02:59:20Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c3_f5_figures/diagnostics/regime_band_breaks.csv,2026-07-10T01:02:20Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c3_f5_figures/figures_manifest.csv,2026-07-10T01:02:20Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c_stratified_sampling.zip,2026-07-09T02:10:50Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c_stratified_sampling/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c_stratified_sampling/diagnostics/sample_summary.csv,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c_stratified_sampling/figures/F5_stratified_sampling_map_data.pdf,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c_stratified_sampling/figures_manifest.csv,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c_stratified_sampling/manifest_rows_tier1c.csv,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c_stratified_sampling/spatial/background_flood_frequency_8058.tif,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c_stratified_sampling/spatial/stratified_sample_points.gpkg,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1c_stratified_sampling/tier1c_stratified_sampling.md,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1d_trend_test/figures_manifest.csv,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/review_bundles/tier1e_f7_groundcover_response/figures_manifest.csv,2026-07-14T03:18:26Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/spatial_8058/gayini_boundary_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/spatial_8058/gayini_hectare_plots_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/spatial_8058/stratified_sample_points.gpkg,2026-07-09T02:10:30Z,none,
scripts/03_inundation_products/06_build_stratified_sampling_frame_f5.R,Output/spatial_8058/vegetation_communities_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/diagnostics/f6_stratum_annual_series.csv,2026-07-09T04:55:28Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/diagnostics/f6_verdict_summary.csv,2026-07-09T04:55:30Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/figures/F6_concept.pdf,2026-07-09T04:55:32Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/figures/F6_strata_trends_data.pdf,2026-07-09T04:55:34Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/figures/F6_verdict_summary_data.pdf,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/figures/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/rasters/inundation_annual_stack/annual_valid_any_1988_2023.tif,2026-07-07T02:24:56Z,raster_asset,stack_annual_valid_any_1988_2023
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/rasters/inundation_annual_stack/annual_wet_any_1988_2023.tif,2026-07-07T02:24:46Z,raster_asset,stack_annual_wet_any_1988_2023
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1G_figures_dashboards/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1_dashboards_trial/figures_manifest.csv,2026-07-10T06:13:56Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1_pixel_census/figures_manifest.csv,2026-07-10T00:44:48Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1_veg_regime_checkerboard/figures_manifest.csv,2026-07-10T06:16:56Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1b_descriptive_figures/figures_manifest.csv,2026-07-08T07:17:22Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1c2_f5_legibility/figures_manifest.csv,2026-07-09T02:59:20Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1c3_f5_figures/figures_manifest.csv,2026-07-10T01:02:20Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1c_stratified_sampling/figures_manifest.csv,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1c_stratified_sampling/spatial/stratified_sample_points.gpkg,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1d_trend_test/diagnostics/f6_stratum_annual_series.csv,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1d_trend_test/diagnostics/f6_verdict_summary.csv,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1d_trend_test/figures/F6_concept.pdf,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1d_trend_test/figures/F6_strata_trends_data.pdf,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1d_trend_test/figures/F6_verdict_summary_data.pdf,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1d_trend_test/figures_manifest.csv,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1d_trend_test/manifest_rows_tier1d.csv,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1d_trend_test/tier1d_trend_test.md,2026-07-09T04:55:36Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/review_bundles/tier1e_f7_groundcover_response/figures_manifest.csv,2026-07-14T03:18:26Z,none,
scripts/03_inundation_products/07_run_trend_test_f6.R,Output/spatial_8058/stratified_sample_points.gpkg,2026-07-09T02:10:30Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/csv/f7_lag_profile.csv,2026-07-14T03:18:10Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/csv/f7_response_by_plot.csv,2026-07-14T03:18:08Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/csv/f7_response_summary.csv,2026-07-14T03:18:08Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/diagnostics/f7_plot_stratum.csv,2026-07-14T03:18:04Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:00Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/figures/F7_concept.svg,2026-07-14T03:18:12Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/figures/F7_lag_profile_data.pdf,2026-07-14T03:18:24Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/figures/F7_response_by_community_data.pdf,2026-07-14T03:30:18Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/figures/F7_response_summary_data.pdf,2026-07-14T03:18:24Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/figures/F7_strata_panel_data.pdf,2026-07-14T03:18:22Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/figures/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/rasters/background_flood_frequency_8058.tif,2026-07-09T02:09:58Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1G_figures_dashboards/figures/F7_response_by_community_data.pdf,2026-07-14T06:13:06Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1G_figures_dashboards/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1_dashboards_trial/figures_manifest.csv,2026-07-10T06:13:56Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1_pixel_census/diagnostics/regime_band_breaks.csv,2026-07-10T00:44:50Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1_pixel_census/figures_manifest.csv,2026-07-10T00:44:48Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1_veg_regime_checkerboard/diagnostics/regime_band_breaks.csv,2026-07-10T06:16:56Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1_veg_regime_checkerboard/figures_manifest.csv,2026-07-10T06:16:56Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1b_descriptive_figures/figures_manifest.csv,2026-07-08T07:17:22Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1c2_f5_legibility/diagnostics/regime_band_breaks.csv,2026-07-09T02:59:20Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1c2_f5_legibility/figures_manifest.csv,2026-07-09T02:59:20Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1c3_f5_figures/diagnostics/regime_band_breaks.csv,2026-07-10T01:02:20Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1c3_f5_figures/figures_manifest.csv,2026-07-10T01:02:20Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1c_stratified_sampling/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:46Z,none,
scripts/03_inundation_products/08_run_groundcover_response_f7.R,Output/review_bundles/tier1c_stratified_sampling/figures_manifest.csv,2026-07-09T02:10:46Z,none,
