referencing_script,prior_input_path,prior_input_mtime_utc,prior_input_registered_in,prior_input_asset_id
scripts/03_inundation_products/17_task_J_gate3_placebo_ladder.R,Output/rasters/inundation_annual_stack/annual_wet_any_1988_2023.tif,2026-07-07T02:24:46Z,raster_asset,stack_annual_wet_any_1988_2023
scripts/03_inundation_products/17_task_J_gate3_placebo_ladder.R,Output/spatial_8058/gayini_boundary_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
scripts/03_inundation_products/17_task_J_gate3_placebo_ladder.R,Output/spatial_8058/vegetation_communities_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
scripts/03_inundation_products/19_task_J_gate4_figures.R,Output/rasters/inundation_annual_stack/annual_valid_any_1988_2023.tif,2026-07-07T02:24:56Z,raster_asset,stack_annual_valid_any_1988_2023
scripts/03_inundation_products/19_task_J_gate4_figures.R,Output/rasters/inundation_annual_stack/annual_wet_any_1988_2023.tif,2026-07-07T02:24:46Z,raster_asset,stack_annual_wet_any_1988_2023
scripts/03_inundation_products/19_task_J_gate4_figures.R,Output/spatial_8058/gayini_boundary_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
scripts/03_inundation_products/19_task_J_gate4_figures.R,Output/spatial_8058/management_zones_epsg8058.gpkg,2026-07-08T02:09:34Z,none,
scripts/03_inundation_products/20_run_census_veg_wet_response.R,Output/csv/f7_response_summary.csv,2026-07-14T03:18:08Z,none,
scripts/03_inundation_products/20_run_census_veg_wet_response.R,Output/rasters/inundation_annual_stack_8058/annual_valid_any_1988_2023_8058.tif,2026-07-15T11:12:42Z,raster_asset,raster_08058_valid
scripts/03_inundation_products/20_run_census_veg_wet_response.R,Output/rasters/inundation_annual_stack_8058/annual_wet_any_1988_2023_8058.tif,2026-07-15T11:12:28Z,raster_asset,raster_08058_wet
scripts/03_inundation_products/20_run_census_veg_wet_response.R,Output/rasters/veg_regime_class_8058.tif,2026-07-10T06:15:30Z,raster_asset,raster_veg_regime_class_8058
scripts/03_inundation_products/20_run_census_veg_wet_response.R,Output/review_bundles/tier1e_f7_groundcover_response/diagnostics/f7_response_summary.csv,2026-07-14T03:18:26Z,none,
scripts/03_inundation_products/internal/05_build_unified_annual_stack_impl.R,Output/csv/annual_stack_crosscheck.csv,2026-07-07T03:26:50Z,none,
scripts/03_inundation_products/internal/05_build_unified_annual_stack_impl.R,Output/csv/annual_stack_manifest.csv,2026-07-07T02:24:56Z,none,
scripts/03_inundation_products/internal/05_build_unified_annual_stack_impl.R,Output/rasters/inundation_annual_stack/annual_valid_any_1988_2023.tif,2026-07-07T02:24:56Z,raster_asset,stack_annual_valid_any_1988_2023
scripts/03_inundation_products/internal/05_build_unified_annual_stack_impl.R,Output/rasters/inundation_annual_stack/annual_wet_any_1988_2023.tif,2026-07-07T02:24:46Z,raster_asset,stack_annual_wet_any_1988_2023
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:00Z,none,
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/diagnostics/tier2H_h2_raster_diagnostics.csv,2026-07-16T05:03:08Z,none,
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/rasters/fc_intermediate/fc_total_veg_3577_wy1988_2023.tif,2026-07-16T02:55:04Z,none,
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/rasters/fc_intermediate/total_veg_percentiles_3577.tif,2026-07-16T03:24:36Z,none,
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/rasters/veg_regime_class_8058.tif,2026-07-10T06:15:30Z,raster_asset,raster_veg_regime_class_8058
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/review_bundles/tier1_pixel_census/diagnostics/regime_band_breaks.csv,2026-07-10T00:44:50Z,none,
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/review_bundles/tier1_veg_regime_checkerboard/diagnostics/regime_band_breaks.csv,2026-07-10T06:16:56Z,none,
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/review_bundles/tier1c2_f5_legibility/diagnostics/regime_band_breaks.csv,2026-07-09T02:59:20Z,none,
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/review_bundles/tier1c3_f5_figures/diagnostics/regime_band_breaks.csv,2026-07-10T01:02:20Z,none,
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/review_bundles/tier1c_stratified_sampling/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:46Z,none,
scripts/05_ground_cover/02_build_total_veg_percentile_rasters.R,Output/spatial_8058/gayini_boundary_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/diagnostics/tier2H_h2_gate_mix_vs_flood_binned.csv,2026-07-16T11:54:44Z,none,
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/diagnostics/tier2H_h2_gate_season_mix.csv,2026-07-16T11:54:44Z,none,
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/diagnostics/tier2H_h2_green_fraction_at_floor.csv,2026-07-16T12:09:56Z,none,
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/rasters/fc_intermediate/fc_pv_3577_wy1988_2023.tif,2026-07-16T12:01:12Z,none,
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/rasters/fc_intermediate/fc_total_veg_3577_wy1988_2023.tif,2026-07-16T02:55:04Z,none,
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/rasters/inundation_annual_stack_8058/annual_valid_any_1988_2023_8058.tif,2026-07-15T11:12:42Z,raster_asset,raster_08058_valid
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/rasters/inundation_annual_stack_8058/annual_wet_any_1988_2023_8058.tif,2026-07-15T11:12:28Z,raster_asset,raster_08058_wet
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/rasters/veg_percentiles_8058/total_veg_p05_8058.tif,2026-07-16T05:02:58Z,raster_asset,raster_vegpct_p05
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/rasters/veg_regime_class_8058.tif,2026-07-10T06:15:30Z,raster_asset,raster_veg_regime_class_8058
scripts/05_ground_cover/03_h2_seasonal_gate_and_diagnostics.R,Output/spatial_8058/gayini_boundary_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
scripts/05_ground_cover/04_build_annual_total_veg_stack_8058.R,Output/rasters/fc_intermediate/fc_total_veg_3577_wy1988_2023.tif,2026-07-16T02:55:04Z,none,
scripts/05_ground_cover/04_build_annual_total_veg_stack_8058.R,Output/rasters/veg_regime_class_8058.tif,2026-07-10T06:15:30Z,raster_asset,raster_veg_regime_class_8058
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/diagnostics/community_occurrence_summary.csv,2026-07-08T07:17:12Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/figures/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1G_figures_dashboards/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1_dashboards_trial/figures_manifest.csv,2026-07-10T06:13:56Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1_pixel_census/figures_manifest.csv,2026-07-10T00:44:48Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1_veg_regime_checkerboard/figures_manifest.csv,2026-07-10T06:16:56Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1b_descriptive_figures.zip,2026-07-08T07:17:22Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1b_descriptive_figures/diagnostics/community_occurrence_summary.csv,2026-07-08T07:17:22Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1b_descriptive_figures/figures_manifest.csv,2026-07-08T07:17:22Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1b_descriptive_figures/manifest_rows_tier1b.csv,2026-07-08T07:17:22Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1b_descriptive_figures/tier1b_descriptive_figures.md,2026-07-08T07:17:22Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1c2_f5_legibility/figures_manifest.csv,2026-07-09T02:59:20Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1c3_f5_figures/figures_manifest.csv,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1c_stratified_sampling/figures_manifest.csv,2026-07-09T02:10:46Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1d_trend_test/figures_manifest.csv,2026-07-09T04:55:36Z,none,
scripts/07_figures_dashboards/10_build_descriptive_figures_f2_f4.R,Output/review_bundles/tier1e_f7_groundcover_response/figures_manifest.csv,2026-07-14T03:18:26Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/diagnostics/f5c_inset_overlap_check.csv,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/diagnostics/f5c_paddock_choice_log.csv,2026-07-10T01:02:04Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:00Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/figures/F5_band_reference_data.pdf,2026-07-10T01:01:58Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/figures/F5_fullfarm_map_data.pdf,2026-07-10T01:01:56Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/figures/F5b_community_facets_data.pdf,2026-07-10T01:02:04Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/figures/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/rasters/background_flood_frequency_8058.tif,2026-07-09T02:09:58Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1G_figures_dashboards/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1_dashboards_trial/figures_manifest.csv,2026-07-10T06:13:56Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1_pixel_census/diagnostics/regime_band_breaks.csv,2026-07-10T00:44:50Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1_pixel_census/figures_manifest.csv,2026-07-10T00:44:48Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1_veg_regime_checkerboard/diagnostics/regime_band_breaks.csv,2026-07-10T06:16:56Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1_veg_regime_checkerboard/figures_manifest.csv,2026-07-10T06:16:56Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1b_descriptive_figures/figures_manifest.csv,2026-07-08T07:17:22Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c2_f5_legibility/diagnostics/f5c_paddock_choice_log.csv,2026-07-09T02:59:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c2_f5_legibility/diagnostics/regime_band_breaks.csv,2026-07-09T02:59:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c2_f5_legibility/figures/F5_stratified_sampling_map_data.pdf,2026-07-09T02:59:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c2_f5_legibility/figures/F5b_community_facets_data.pdf,2026-07-09T02:59:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c2_f5_legibility/figures_manifest.csv,2026-07-09T02:59:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures.zip,2026-07-10T01:02:22Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures/diagnostics/f5c_inset_overlap_check.csv,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures/diagnostics/f5c_paddock_choice_log.csv,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures/diagnostics/regime_band_breaks.csv,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures/figures/F5_band_reference_data.pdf,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures/figures/F5_fullfarm_map_data.pdf,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures/figures/F5b_community_facets_data.pdf,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures/figures_manifest.csv,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures/manifest_rows_tier1c3.csv,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c3_f5_figures/tier1c3_f5_figures.md,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c_stratified_sampling/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:46Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c_stratified_sampling/figures/F5_stratified_sampling_map_data.pdf,2026-07-09T02:10:46Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c_stratified_sampling/figures_manifest.csv,2026-07-09T02:10:46Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c_stratified_sampling/spatial/background_flood_frequency_8058.tif,2026-07-09T02:10:46Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1c_stratified_sampling/spatial/stratified_sample_points.gpkg,2026-07-09T02:10:46Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1d_trend_test/figures_manifest.csv,2026-07-09T04:55:36Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/review_bundles/tier1e_f7_groundcover_response/figures_manifest.csv,2026-07-14T03:18:26Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/spatial_8058/gayini_hectare_plots_epsg8058.gpkg,2026-07-08T02:09:32Z,none,
scripts/07_figures_dashboards/11_build_f5_legibility_views.R,Output/spatial_8058/stratified_sample_points.gpkg,2026-07-09T02:10:30Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/diagnostics/dashboards_trial_qa.json,2026-07-14T07:03:06Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/figures/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1G_figures_dashboards.zip,2026-07-14T06:14:16Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1G_figures_dashboards/diagnostics/dashboards_trial_qa.json,2026-07-14T07:03:06Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1G_figures_dashboards/figures_manifest.csv,2026-07-14T07:03:06Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1G_figures_dashboards/manifest_rows_dashboards.csv,2026-07-14T07:03:06Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1_dashboards_trial/diagnostics/dashboards_trial_qa.json,2026-07-10T06:13:56Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1_dashboards_trial/figures_manifest.csv,2026-07-10T06:13:56Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1_pixel_census/figures_manifest.csv,2026-07-10T00:44:48Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1_veg_regime_checkerboard/figures_manifest.csv,2026-07-10T06:16:56Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1b_descriptive_figures/figures_manifest.csv,2026-07-08T07:17:22Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1c2_f5_legibility/figures_manifest.csv,2026-07-09T02:59:20Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1c3_f5_figures/figures_manifest.csv,2026-07-10T01:02:20Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1c_stratified_sampling/figures_manifest.csv,2026-07-09T02:10:46Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1d_trend_test/figures_manifest.csv,2026-07-09T04:55:36Z,none,
scripts/07_figures_dashboards/12_build_dashboards.R,Output/review_bundles/tier1e_f7_groundcover_response/figures_manifest.csv,2026-07-14T03:18:26Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/MER/mer_annual_max_by_plot.csv,2026-06-27T08:53:54Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/MER/mer_period_summary_by_plot.csv,2026-06-27T08:53:54Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/MER/mer_period_summary_by_vegetation_group.csv,2026-06-27T08:53:54Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/MER/mer_vs_annual_occurrence_raster_comparison_by_plot.csv,2026-06-27T08:53:54Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/MODIS/03_modis_ground_cover_context_full.csv,2026-06-18T02:16:22Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/MODIS/modis_context_units_summary.csv,2026-06-18T00:46:38Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/canonical/curated_annual_inundation_timeseries.csv,2026-06-24T03:22:46Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/canonical/curated_daily_inundation_monthly.csv,2026-06-24T03:22:52Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/canonical/curated_ground_cover_timeseries.csv,2026-06-24T03:22:44Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/canonical/plot_rs_analysis_base.csv,2026-06-24T03:22:54Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/canonical/plot_rs_gauge_analysis_base.csv,2026-06-25T00:16:16Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/ground_cover/10a_ground_cover_prepost_plot_summary.csv,2026-06-15T08:12:26Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/ground_cover/plot_context_flags.csv,2026-06-24T09:01:34Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/hydrology/gauge_context_for_gayini.csv,2026-06-25T00:16:16Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/inundation/inundation_frequency_by_vegetation_group.csv,2026-06-25T01:03:32Z,none,
scripts/11_database/01_build_results_database.py,Output/csv/review_deck/mer_metric_comparison_table.csv,2026-06-25T01:52:20Z,none,
scripts/11_database/01_build_results_database.py,Output/database/Gayini_Results.gpkg,2026-07-01T01:45:02Z,none,
scripts/11_database/01_build_results_database.py,Output/database/Gayini_Results_data_dictionary.xlsx,2026-07-07T04:03:58Z,none,
scripts/11_database/01_build_results_database.py,Output/database/README_Gayini_Results_database.md,2026-07-01T01:46:44Z,none,
scripts/11_database/01_build_results_database.py,Output/diagnostics/database/db_build_qa_checks.csv,2026-07-01T01:46:32Z,none,
scripts/11_database/01_build_results_database.py,Output/diagnostics/database/output_asset_manifest.csv,2026-07-01T01:46:22Z,none,
scripts/11_database/01_build_results_database.py,Output/diagnostics/database/plot_spatial_overlay_summary.csv,2026-07-01T01:45:26Z,none,
scripts/11_database/01_build_results_database.py,Output/diagnostics/database/raster_asset_metadata_summary.csv,2026-07-01T01:46:22Z,none,
scripts/11_database/01_build_results_database.py,Output/diagnostics/database/spatial_layer_import_summary.csv,2026-07-01T01:45:26Z,none,
scripts/11_database/01_build_results_database.py,Output/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:00Z,none,
scripts/11_database/01_build_results_database.py,Output/rasters/veg_regime_class_8058.tif,2026-07-10T06:15:30Z,raster_asset,raster_veg_regime_class_8058
scripts/11_database/01_build_results_database.py,Output/reports/database/Gayini_results_database_build_report.md,2026-07-01T01:46:44Z,report_asset,report_00005
scripts/11_database/01_build_results_database.py,Output/review_bundles/tier1_pixel_census/diagnostics/regime_band_breaks.csv,2026-07-10T00:44:50Z,none,
scripts/11_database/01_build_results_database.py,Output/review_bundles/tier1_veg_regime_checkerboard/diagnostics/regime_band_breaks.csv,2026-07-10T06:16:56Z,none,
scripts/11_database/01_build_results_database.py,Output/review_bundles/tier1c2_f5_legibility/diagnostics/regime_band_breaks.csv,2026-07-09T02:59:20Z,none,
scripts/11_database/01_build_results_database.py,Output/review_bundles/tier1c3_f5_figures/diagnostics/regime_band_breaks.csv,2026-07-10T01:02:20Z,none,
scripts/11_database/01_build_results_database.py,Output/review_bundles/tier1c_stratified_sampling/diagnostics/regime_band_breaks.csv,2026-07-09T02:10:46Z,none,
